year,line,station,longitude,latitude,standard.haul.factor,volume.water.strained,station.depth,temp_surf,sal_surf,oxygen_surf,steta_surf.x,chla_surf,temp_100m,sal_100m,oxygen_100m,steta_surf.y,chla_100m,hard_outcrop.pavement,mixed,soft_sediment,cca,pair_no,auriculatus,aurora,caurinus,chlorostictus,constellatus,crameri,crocotulus,dalli,did.not.work,diploproa,elongatus,ensifer,entomelas,flavidus,gilli,goodei,helvomaculatus,hopkinsi,jordani,levis,macdonaldi,melanostomus,miniatus,moseri,mystinus,ovalis,paucispinis,phillipsi,rastrelliger,rosaceus,rosenblatti,ruberrimus,rubrivinctus,rufinanus,rufus,saxicola,semicinctus,serranoides,simulator,wilsoni,prop_dnw
2000,83.3,55,-120.4183333,33.745,4.09,474.2,1070,12.825,33.5755,5.91,25.325,0.41,10.90642857,33.76092857,4.027857143,25.81857143,0.174285714,0.525252525,0.474747475,0,out_cca,pair2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,83.3,51,-120.1366667,33.87666667,4.77,189.4,95,13.28,33.5665,5.56,25.225,0.52,11.52583333,33.671,4.249166667,25.6425,0.281666667,0.804597701,0.195402299,0,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,83.3,42,-119.5066667,34.17666667,4.03,212.5,102,14.81,33.62133333,5.975,24.96,0.385,13.00111111,33.62088889,4.987647059,25.33764706,0.553529412,0,0.95,0.05,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,93.3,40,-118.21,32.51333333,4.63,449.7,1668,14.52,33.554,5.985,24.96,0.655,13.02416667,33.54641667,5.3025,25.2525,0.390833333,0.101010101,0.898989899,0,out_cca,pair3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,83.3,40.6,-119.4133333,34.22333333,3.75,74.4,35,14.69333333,33.609,6.03,24.96666667,0.683333333,14.3,33.5964,5.828,25.04,0.77,0,1,0,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,81.8,46.9,-120.0233333,34.27333333,4.61,429.9,587,12.975,33.6005,6.165,25.315,4.505,11.89076923,33.67823077,4.778461538,25.58076923,1.759230769,0,0.598214286,0.401785714,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,80,51,-120.5233333,34.46,5.05,108.1,84,13.59,33.56633333,6.006666667,25.16666667,1.576666667,13.31666667,33.57983333,5.7075,25.23166667,1.141666667,0.455445545,0,0.544554455,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,80,55,-120.8,34.315,4.71,425.4,763,13.005,33.59525,5.71,25.32333333,0.733333333,11.24,33.73475,3.932,25.77533333,0.268,0,0,1,out_cca,not_paired,0,4.71,0,0,0,0,9.42,0,4.71,4.71,0,9.42,0,0,0,0,0,14.13,23.55,0,0,0,4.71,0,0,0,4.71,0,0,0,0,0,0,0,0,18.84,0,0,0,0,0.047619048
2000,80,60,-121.1433333,34.15,4.64,447.3,2178,12.955,33.5795,5.815,25.305,1.105,10.98307692,33.76292308,3.839230769,25.81076923,0.332307692,0,0,1,out_cca,not_paired,0,0,0,0,0,0,0,0,0,4.64,0,0,0,0,0,0,0,18.56,4.64,0,0,4.64,0,0,0,0,0,0,0,0,0,0,0,0,4.64,0,0,0,0,13.92,0
2000,93.3,45,-118.555,32.34166667,4.55,448.5,1438,14.91666667,33.61966667,5.936666667,24.92666667,0.86,12.84,33.5904375,5.12875,25.316875,0.460625,0.584158416,0.415841584,0,out_cca,pair1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,76.7,60,-121.55,34.72166667,4.59,432.4,935,12.88,33.4905,6.165,25.25,0.84,11.62428571,33.60371429,5.043571429,25.57071429,0.463571429,0,0,1,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,76.7,55,-121.2033333,34.885,4.72,437.7,575,12.925,33.568,5.835,25.3,1.14,10.97538462,33.76446154,3.895384615,25.81153846,0.293076923,0.01010101,0,0.98989899,out_cca,not_paired,0,0,0,0,0,0,4.72,0,4.72,4.72,0,4.72,0,0,0,0,0,28.32,4.72,0,0,0,0,0,4.72,0,0,0,0,0,0,0,0,0,0,23.6,0,0,0,4.72,0.055555556
2000,76.7,51,-120.9233333,35.02333333,4.43,400.4,245,13.125,33.577,5.985,25.27,1.785,11.77933333,33.68246667,4.573333333,25.60333333,0.643333333,0,0,1,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.86,0,0,0,0,0
2000,76.7,49,-120.7783333,35.08833333,4.16,100.5,59,12.40666667,33.56633333,5.476666667,25.4,1.966666667,11.95636364,33.63136364,4.692727273,25.53636364,0.99,0.46,0.54,0,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,93.3,50,-118.89,32.18,4.88,429.6,1484,14.13,33.56233333,6.066666667,25.05,0.833333333,12.40785714,33.60028571,5.008571429,25.41428571,0.454285714,0,1,0,out_cca,not_paired,0,0,0,0,0,0,0,0,0,9.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88,0
2000,93.3,55,-119.235,32.00666667,4.9,440,1612,14.19,33.416,5.98,24.925,0.53,13.04625,33.426,5.575625,25.158125,0.368125,0.285714286,0.714285714,0,out_cca,pair4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,93.3,60,-119.57,31.84666667,4.49,456.3,1923,14.22,33.4235,5.95,24.925,0.525,12.95,33.38192308,5.598461538,25.14461538,0.305384615,NA,NA,NA,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,93.3,26.7,-117.305,32.95666667,4.75,275.7,136,14.85,33.58066667,6.006666667,24.91,1.326666667,14.54444444,33.579,5.998888889,24.97666667,1.372222222,0.782608696,0.217391304,0,out_cca,pair5,0,0,0,0,0,0,0,0,4.75,0,0,0,0,0,0,0,0,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143
2001,93.3,28,-117.395,32.91333333,4.96,437.5,640,15.565,33.5755,5.795,24.75,0.22,13.22636364,33.54536364,5.274545455,25.21272727,0.559090909,0,0.85,0.15,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,90,60,-119.96,32.41833333,4.86,447.2,883,14.7,33.492,5.81,24.88,0.485,13.26307692,33.48215385,5.413846154,25.15461538,0.336923077,0.868686869,0.131313131,0,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,90,53,-119.4816667,32.65,4.98,428,1335,14.48,33.4855,5.885,24.915,NA,12.95647059,33.48705882,5.352941176,25.21764706,0.34,0.408163265,0.591836735,0,in_cca,pair4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,90,45,-118.935,32.92,5.01,423.9,1705,14.6,33.539,5.9,24.93,0.75,13.11785714,33.53107143,5.293571429,25.22214286,0.507142857,0,1,0,in_cca,pair3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,90,37,-118.3866667,33.185,4.91,423.5,1189,14.58,33.542,5.935,24.94,0.7,12.83692308,33.59407692,4.803846154,25.32769231,0.434615385,0,1,0,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91,0,0,0,0,0,0
2001,90,35,-118.2483333,33.25166667,5.53,382.2,268,14.005,33.478,5.89,25.01,0.875,12.68769231,33.524,5.14,25.30230769,0.529230769,0.711538462,0.288461538,0,out_cca,pair6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,90,30,-117.905,33.41833333,5.25,406,617,14.835,33.516,5.86,24.87,0.34,12.92692308,33.54723077,5.115384615,25.26923077,0.333076923,0.313131313,0.353535354,0.333333333,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,90,28,-117.7683333,33.485,4.55,123.2,71,14.96,33.44866667,5.816666667,24.78666667,0.426666667,14.84909091,33.48009091,5.751818182,24.83363636,0.381818182,0.164556962,0.835443038,0,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,86.7,33,-118.49,33.88833333,4.56,108.9,52,14.35,33.26266667,5.963333333,24.77,2.1,14.30571429,33.36014286,5.771428571,24.85571429,1.225714286,0.153061224,0,0.846938776,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,93.3,30,-117.53,32.85,5,428.9,828,15.81,33.584,5.76,24.7,0.215,13.12666667,33.572,5.0525,25.24833333,0.2475,0,0.929292929,0.070707071,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,86.7,35,-118.6283333,33.82333333,5.08,418.1,562,14.445,33.2335,5.89,24.73,1.585,13.79,33.481,5.355384615,25.05307692,0.522307692,0.01980198,0.95049505,0.02970297,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,86.7,40,-118.9766667,33.65666667,5.54,395.4,750,13.8,33.48,5.89,25.055,0.97,12.015,33.53833333,4.946666667,25.44333333,0.545833333,0.646464646,0.353535354,0,in_cca,pair1,0,5.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.32,11.08,0,0,0,0,5.54,0,0,5.54,0,0,0,0,0,0,0,5.54,0,0,0,0,11.08,0
2001,86.7,45,-119.3183333,33.49,5.06,428,1656,13.825,33.487,5.86,25.055,0.79,11.97384615,33.56792308,4.839230769,25.47230769,0.487692308,0.247524752,0.752475248,0,in_cca,pair2,0,0,0,0,0,0,5.06,0,25.3,0,0,10.12,15.18,0,0,0,0,283.36,0,0,0,0,0,0,10.12,15.18,15.18,0,0,0,0,0,0,5.06,0,0,0,0,0,25.3,0.061728395
2001,86.7,50,-119.6633333,33.32333333,3.63,121.9,69,13.27333333,33.50833333,5.743333333,25.18,1.06,12.28777778,33.53544444,5.148888889,25.39111111,0.663333333,1,0,0,in_cca,pair5,0,0,0,0,0,0,3.63,0,14.52,0,0,3.63,0,0,0,0,0,76.23,3.63,0,0,0,0,3.63,0,3.63,10.89,0,0,0,0,0,0,0,3.63,0,0,0,0,10.89,0.108108108
2001,86.7,55,-119.9983333,33.15166667,4.59,460.1,1220,13.9,33.51266667,5.806666667,25.06,0.593333333,12.96882353,33.54988235,5.241764706,25.27058824,0.405294118,NA,NA,NA,out_cca,not_paired,0,0,0,0,0,0,0,0,4.59,0,0,0,0,0,0,0,0,4.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59,0.333333333
2001,86.7,60,-120.35,32.99,4.78,456,720,13.94,33.504,5.875,25.045,0.8,12.93461538,33.505,5.399230769,25.24230769,0.532307692,NA,NA,NA,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,93.3,35,-117.8733333,32.68,4.97,430.6,629,15.6,33.597,5.8,24.76,0.185,13.58272727,33.54172727,5.460909091,25.13363636,0.252727273,1,0,0,in_cca,pair6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,83.3,60,-120.7566667,33.57833333,4.71,444.3,1408,13.125,33.412,5.93,25.14,0.655,11.95142857,33.45992857,5.237142857,25.39714286,0.391428571,0.989583333,0.010416667,0,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,83.3,55,-120.41,33.745,4.9,434,991,13.435,33.505,5.85,25.15,0.86,12.26230769,33.55176923,5.104615385,25.40615385,0.536923077,0.525252525,0.474747475,0,out_cca,pair2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,83.3,51,-120.135,33.87833333,4.44,181.2,97,12.495,33.572,5.41,25.39,2.02,12.07230769,33.61007692,4.858461538,25.49923077,1.335384615,0.804597701,0.195402299,0,out_cca,not_paired,0,0,0,0,0,0,0,0,8.88,0,0,0,0,0,0,0,0,137.64,226.44,0,0,0,0,0,57.72,0,0,0,0,0,0,0,0,0,0,0,0,13.32,0,0,0.02
2001,83.3,42,-119.515,34.175,3.84,200.1,112,13.8875,33.39325,5.7525,24.97,1.97,12.938125,33.5255625,4.994375,25.26,0.80125,0,0.95,0.05,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.68,7.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,93.3,40,-118.2133333,32.51333333,5.1,427.5,1190,15.71,33.5855,5.76,24.73,0.195,13.51666667,33.5474,5.242,25.148,0.231333333,0.101010101,0.898989899,0,out_cca,pair3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,83.3,40.6,-119.415,34.225,3.35,59.1,30,13.84666667,33.358,5.65,24.95,1.31,13.894,33.3982,5.658,24.972,1.22,0,1,0,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,81.8,46.9,-120.025,34.27333333,4.86,433.3,579,13.16,33.543,6.08,25.235,3.775,11.39,33.71358333,4.086666667,25.69833333,1.095833333,0,0.598214286,0.401785714,out_cca,not_paired,0,0,0,0,0,0,4.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,80,51,-120.5166667,34.44833333,3.88,117.3,65,13.58333333,33.503,5.85,25.12,2.15,13.21625,33.52775,5.5775,25.21125,1.5125,0.455445545,0,0.544554455,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,80,55,-120.7983333,34.31833333,4.85,440,749,13.125,33.5175,5.69,25.22,1.46,12.29714286,33.57007143,4.862142857,25.42071429,0.787857143,0,0,1,out_cca,not_paired,0,0,0,0,0,0,0,0,0,4.85,0,0,4.85,0,0,0,0,9.7,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,80,60,-121.15,34.15166667,4.95,431.4,2197,13.015,33.444,5.945,25.185,0.63,11.92416667,33.48283333,5.254166667,25.42,0.4075,0,0,1,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,93.3,45,-118.5533333,32.35,4.99,428.3,1333,15.335,33.6285,5.87,24.845,0.24,12.37,33.66508333,4.545833333,25.46416667,0.286666667,0.584158416,0.415841584,0,out_cca,pair1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,76.7,60,-121.5483333,34.72166667,4.83,440.2,943,13.23333333,33.503,6.003333333,25.18666667,0.936666667,12.22125,33.512125,5.384375,25.385,0.5825,0,0,1,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,76.7,55,-121.1983333,34.88666667,5.12,412,565,13.19,33.52666667,6.14,25.21666667,1.793333333,12.032,33.6064,4.948,25.49733333,1.059333333,0.01010101,0,0.98989899,out_cca,not_paired,0,0,10.24,0,0,0,0,0,0,0,0,0,0,0,0,10.24,0,5.12,5.12,0,0,0,0,0,10.24,0,0,0,0,0,0,0,0,0,5.12,0,0,0,0,5.12,0
2001,76.7,51,-120.9183333,35.02166667,5,428.6,227,12.775,33.536,6.57,25.305,6.305,11.7,33.61763636,4.970909091,25.56909091,2.339090909,0,0,1,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,10,0,0,0,0,0,20,0,15,0,0,0,0,0,0,0,0,5,0,0,0,0,0
2001,76.7,49,-120.7783333,35.08833333,4.59,123.4,68,12.94,33.53366667,5.826666667,25.27,2.056666667,12.34727273,33.56809091,5.11,25.41090909,1.182727273,0.46,0.54,0,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.95,36.72,4.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.13,0,0,0,0,0
2001,93.3,50,-118.8916667,32.17666667,2.88,571.5,1528,15.285,33.593,5.875,24.83,0.22,12.80785714,33.6,4.950714286,25.32928571,0.26,0,1,0,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,93.3,26.7,-117.3033333,32.95833333,3.79,123.9,60,14.4225,33.61175,5.9125,25.025,0.91,14.08444444,33.58788889,5.687777778,25.07888889,0.813333333,0.782608696,0.217391304,0,out_cca,pair5,0,0,0,0,0,0,0,0,11.37,0,0,0,0,0,0,0,0,3.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75
2002,93.3,28,-117.3933333,32.915,4.91,442.2,640,14.38,33.606,5.92,25.03,0.46,12.07923077,33.64676923,4.437692308,25.51461538,0.215384615,0,0.85,0.15,out_cca,not_paired,0,0,0,0,0,0,0,0,9.82,0,0,0,0,0,0,0,0,0,4.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667
2002,90,60,-119.9616667,32.41833333,4.94,422.4,895,13.915,33.355,5.98,24.935,0.445,13.30214286,33.36957143,5.737142857,25.06714286,0.314285714,0.868686869,0.131313131,0,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,90,53,-119.4816667,32.65166667,5.08,427,1320,12.59,33.5175,5.93,25.33,0.565,11.96214286,33.56857143,5.280714286,25.48142857,0.389285714,0.408163265,0.591836735,0,in_cca,pair4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,90,45,-118.935,32.91833333,4.65,443.3,1718,13.81,33.5615,5.955,25.12,0.585,12.17714286,33.62471429,4.702142857,25.47857143,0.360714286,0,1,0,in_cca,pair3,0,0,0,0,0,0,0,0,23.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2002,90,37,-118.3866667,33.185,4.77,443.5,1195,14.35,33.5825,5.915,25.02,0.55,12.80933333,33.55013333,5.29,25.29533333,0.355333333,0,1,0,out_cca,not_paired,0,0,0,0,0,0,0,0,9.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667
2002,90,35,-118.25,33.25333333,5,397.2,205,14.32,33.5545,5.91,25.005,0.525,12.78428571,33.52564286,5.320714286,25.28428571,0.379230769,0.711538462,0.288461538,0,out_cca,pair6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,90,30,-117.905,33.42,5.09,414.3,612,14.43,33.5925,5.97,25.01,0.415,12.89636364,33.55572727,5.306363636,25.28636364,0.353636364,0.313131313,0.353535354,0.333333333,out_cca,not_paired,0,0,0,0,0,0,0,0,40.72,0,0,15.27,0,0,0,0,0,0,10.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.27,0,0,0,0,0,0.5
2002,90,28,-117.77,33.485,4.38,113.6,55,14.415,33.6185,5.98,25.03,0.735,13.34857143,33.56457143,5.372857143,25.20714286,0.615714286,0.164556962,0.835443038,0,out_cca,not_paired,0,0,0,0,0,0,0,0,8.76,0,0,0,0,0,0,0,0,0,17.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.38,0,0,0,0,0.285714286
2002,86.7,33,-118.4883333,33.88666667,4.02,113.8,60,13.34333333,33.574,5.676666667,25.22,2.31,12.87142857,33.58628571,5.115714286,25.32285714,1.714285714,0.153061224,0,0.846938776,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,93.3,30,-117.5316667,32.84833333,4.44,464.3,850,14.74666667,33.62133333,5.92,24.96666667,0.713333333,12.435,33.624375,4.72375,25.425625,0.37375,0,0.929292929,0.070707071,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,86.7,35,-118.6283333,33.82166667,4.65,439.8,657,13.325,33.589,5.705,25.24,0.52,12.5325,33.62508333,4.668333333,25.41916667,0.355833333,0.01980198,0.95049505,0.02970297,out_cca,not_paired,0,0,0,0,0,0,0,0,130.2,0,0,0,0,0,0,0,0,4.65,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3,0,0,0,0.848484848
2002,86.7,40,-118.975,33.66166667,5.33,409.9,815,13.98666667,33.605,5.876666667,25.11,0.906666667,12.45230769,33.60961538,4.818461538,25.41461538,0.446153846,0.646464646,0.353535354,0,in_cca,pair1,0,0,0,0,0,0,0,0,21.32,0,5.33,0,0,0,0,0,0,10.66,5.33,0,0,0,0,0,0,0,5.33,0,0,0,0,0,0,0,0,5.33,0,0,0,0,0.4
2002,86.7,45,-119.3166667,33.49166667,5.05,419.2,1655,14.375,33.6135,5.95,25.04,0.85,12.67785714,33.60342857,4.94,25.36642857,0.557857143,0.247524752,0.752475248,0,in_cca,pair2,0,0,0,0,0,0,0,0,15.15,0,0,5.05,0,0,0,0,0,15.15,10.1,0,0,5.05,0,0,0,0,10.1,0,0,0,0,0,0,0,0,0,0,0,0,15.15,0.2
2002,86.7,50,-119.6616667,33.32666667,4.53,138.8,72,12.41,33.628,5.395,25.445,0.845,11.85125,33.668,4.72375,25.5825,0.5925,1,0,0,in_cca,pair5,0,0,0,0,0,0,0,0,253.68,4.53,9.06,4.53,0,0,0,0,0,135.9,955.83,4.53,0,4.53,4.53,4.53,0,18.12,9.06,0,0,0,0,0,0,9.06,9.06,9.06,0,9.06,0,22.65,0.172839506
2002,86.7,55,-120.015,33.15666667,5.11,415,1208,12.875,33.5885,5.745,25.325,0.625,11.12571429,33.69371429,4.305,25.72785714,0.292857143,NA,NA,NA,out_cca,not_paired,0,0,0,0,0,0,0,0,20.44,0,0,5.11,5.11,0,0,0,0,25.55,255.5,0,0,0,0,0,0,0,5.11,0,0,0,0,0,0,0,81.76,0,0,0,0,10.22,0.05
2002,86.7,60,-120.3483333,32.995,5.55,390.9,720,12.345,33.5735,5.875,25.42,0.39,11.61733333,33.61086667,5.176666667,25.578,0.295333333,NA,NA,NA,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.65,0,0,0,0,5.55,0,0,5.55,0,0,0,0,0,0,0,5.55,0,0,0,0,5.55,0
2002,93.3,35,-117.87,32.67833333,4.98,434.5,619,14.575,33.559,5.96,24.955,0.515,12.84333333,33.5238,5.321333333,25.27,0.319333333,1,0,0,in_cca,pair6,0,0,0,0,0,0,0,0,79.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2002,83.3,60,-120.7566667,33.57833333,4.5,464.4,1417,11.8,33.246,5.95,25.265,0.555,11.36142857,33.53992857,5.057142857,25.57285714,0.380714286,0.989583333,0.010416667,0,out_cca,not_paired,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2002,83.3,55,-120.4116667,33.74666667,5.02,421.3,1009,12.765,33.6085,6.12,25.365,1.475,11.33307692,33.69615385,4.65,25.69461538,0.638461538,0.525252525,0.474747475,0,out_cca,pair2,0,0,0,0,0,0,0,0,5.02,0,5.02,0,0,0,0,0,0,10.04,10.04,0,0,5.02,0,0,0,0,0,0,0,0,0,0,0,0,5.02,10.04,0,0,0,5.02,0.090909091
2002,83.3,51,-120.1316667,33.875,5.1,205.9,108,12.105,33.6485,5.47,25.52,2.62,11.07909091,33.77109091,4.034545455,25.80181818,1.132727273,0.804597701,0.195402299,0,out_cca,not_paired,0,0,5.1,0,0,0,0,0,15.3,0,0,0,0,0,0,0,0,35.7,142.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,0,0,0.075
